pair_id,theta_i,theta_j,profile_objective,objective_delta
Tc_heterogeneity_amplitude__W_coverage_class,0.772916666666667,1.41666666666667,0.00538448480936807,0.00534043053374143
Tc_heterogeneity_amplitude__W_coverage_class,0.772916666666667,1.5,0.00612468601258317,0.00608063173695654
Tc_heterogeneity_amplitude__W_coverage_class,0.772916666666667,1.58333333333333,0.00746474129216273,0.0074206870165361
Tc_heterogeneity_amplitude__W_coverage_class,0.772916666666667,1.66666666666667,0.00940423125601913,0.00936017698039249
Tc_heterogeneity_amplitude__W_coverage_class,0.772916666666667,1.75,0.0119434957957923,0.0118994415201657
Tc_heterogeneity_amplitude__W_coverage_class,0.772916666666667,1.83333333333333,0.0150825349114825,0.0150384806358559
Tc_heterogeneity_amplitude__W_coverage_class,0.772916666666667,1.91666666666667,0.0188213486030894,0.0187772943274627
Tc_heterogeneity_amplitude__W_coverage_class,0.772916666666667,2,0.0233638869958122,0.0233198327201856
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,0,0.0935600374183363,0.0935159831427096
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,0.0833333333333333,0.0781774708816787,0.0781334166060521
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,0.166666666666667,0.0647271889068906,0.064683134631264
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,0.25,0.0532091914939724,0.0531651372183458
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,0.333333333333333,0.0436234786429238,0.0435794243672972
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,0.416666666666667,0.0359739507852459,0.0359298965096192
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,0.5,0.0295704415606784,0.0295263872850518
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,0.583333333333333,0.0238623972801404,0.0238183430045138
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,0.666666666666667,0.0188498179436318,0.0188057636680051
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,0.75,0.0145327035511525,0.0144886492755258
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,0.833333333333333,0.0109110541027026,0.0108669998270759
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,0.916666666666667,0.00798486959828208,0.00794081532265544
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,1,0.00575415206500859,0.00571009778938195
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,1.08333333333333,0.00417566925214328,0.00413161497651664
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,1.16666666666667,0.00319719938712295,0.00315314511149631
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,1.25,0.00281861860679951,0.00277456433117287
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,1.33333333333333,0.00303992678953557,0.00299587251390894
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,1.41666666666667,0.0038611239353311,0.00381706965970446
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,1.5,0.00528210231125565,0.00523804803562901
Tc_heterogeneity_amplitude__W_coverage_class,0.833333333333333,1.58333333333333,0.00730263859427807,0.00725858431865144
