device,caseName,description,topology,calibrationMode,gammaW,pW,meanW,minW,activeWeakLinkFraction,normalScaleApplied,shapeScore,shapeFullMap,shapeLowBias,shapeZeroBias,shapeAsymmetry,conductanceScore,conductanceFullMap,conductanceLowBias,conductanceZeroBias,conductanceAsymmetry,modelRN_top_4_10,modelRN_bottom_3_9
AS006,central_lane_g0_03_p0_03,"central-lane topology, \gamma_W=0.03, p_W=0.03",central_lane,shape,0.03,0.03,0.970836601307189,0.03,0.347222222222222,0.356072532349663,0.175577479903583,0.0703892093230358,0.141866488783724,0.408884719972032,0.0481259348583226,0.166090633807819,0.0680075656103385,0.135929099333127,0.381369241717289,0.0478581274491708,240.000012917551,240.000012917551
AS006,central_lane_g0_03_p0_08,"central-lane topology, \gamma_W=0.03, p_W=0.08",central_lane,shape,0.03,0.08,0.922230936819171,0.03,0.486111111111111,0.356072532349562,0.175580122057099,0.0703897462203928,0.14186860423039,0.40889189744288,0.0481259348583226,0.166093224445022,0.0680080343019859,0.13593123736309,0.381376216939337,0.0478581513635444,240.000012908665,240.000012908665
AS006,central_lane_g0_003_p0_03,"central-lane topology, \gamma_W=0.003, p_W=0.03",central_lane,shape,0.003,0.03,0.970024836601307,0.003,0.347222222222222,0.0356072541857029,0.179608388305595,0.071310236185036,0.145107271920291,0.419734435699284,0.0481259348583226,0.170092914427642,0.0689345487164831,0.139201412048193,0.392024885537778,0.0478964454151662,240.000019312597,240.000019312597
AS006,central_lane_g0_003_p0_08,"central-lane topology, \gamma_W=0.003, p_W=0.08",central_lane,shape,0.003,0.08,0.920066230936819,0.003,0.486111111111111,0.0356072541855936,0.179634024877284,0.0713150826039449,0.14512445702103,0.41980904570988,0.0481259348583226,0.170118068829478,0.0689393526955074,0.139218742498938,0.392097207620087,0.0478966825536317,240.000019320389,240.000019320389
AS006,central_lane_g0_01_p0_03,"central-lane topology, \gamma_W=0.01, p_W=0.03",central_lane,shape,0.01,0.03,0.970235294117647,0.01,0.347222222222222,0.118690846464357,0.179695574571206,0.0713265907757578,0.145164552184041,0.4199899047199,0.0481259348583226,0.170178088757666,0.0689510073869959,0.139259172935292,0.392270844330151,0.047897328351882,240.000017634421,240.000017634421
AS006,central_lane_g0_01_p0_08,"central-lane topology, \gamma_W=0.01, p_W=0.08",central_lane,shape,0.01,0.08,0.920627450980392,0.01,0.486111111111111,0.118690846464246,0.179705345293033,0.0713283454764622,0.145170909453573,0.4200186836693,0.0481259348583226,0.170187615261945,0.0689527020297637,0.139265583315285,0.392298541607673,0.0478974264686192,240.000017636592,240.000017636592
AS006,anisotropic_g0_01_p0_08,"anisotropic weak transparency, \gamma_W=0.01, p_W=0.08",anisotropic,shape,0.01,0.08,0.920627450980392,0.01,0.0801742919389978,128.820268241613,0.184746481178675,0.182164189770184,0.272003801872483,0.17537038346579,0.0463485835141106,0.190302273434603,0.198525207486531,0.289812413358665,0.159205589463922,0.0468074494789203,243.693847434876,234.939637544062
AS006,anisotropic_g0_003_p0_08,"anisotropic weak transparency, \gamma_W=0.003, p_W=0.08",anisotropic,shape,0.003,0.08,0.920066230936819,0.003,0.0801742919389978,127.796196108567,0.184917192050809,0.182452796548532,0.273033762385348,0.17439044986217,0.046336017203443,0.190638784562383,0.19863058862916,0.290681968717583,0.158636538768439,0.0475742154664375,244.040834242458,234.820122069994
AS006,anisotropic_g0_03_p0_08,"anisotropic weak transparency, \gamma_W=0.03, p_W=0.08",anisotropic,shape,0.03,0.08,0.922230936819172,0.03,0.0801742919389978,131.344225834369,0.185162164404758,0.183642218680284,0.272106675515312,0.175451548019248,0.0466674861676521,0.190352089071666,0.199520346711494,0.289142132499423,0.159853898916646,0.0464239931270361,241.8065816089,237.435405593833
AS006,combined_g0_003_p0_08,"combined physical bottleneck, \gamma_W=0.003, p_W=0.08",combined,shape,0.003,0.08,0.920066230936819,0.003,0.0801742919389978,145.612980628154,0.190305045180695,0.199996146464964,0.281309196789175,0.169172180223304,0.0477727597783239,0.194698113290996,0.213205390113987,0.294768741268839,0.157795794693825,0.0471951357532453,243.868943853883,238.881129499184
AS006,combined_g0_01_p0_08,"combined physical bottleneck, \gamma_W=0.01, p_W=0.08",combined,shape,0.01,0.08,0.920627450980392,0.01,0.0801742919389978,146.229568011476,0.190854493636831,0.202228160176122,0.282156831855646,0.168513393271378,0.0476281106714284,0.195170391671349,0.215155556280722,0.295307596787521,0.157485455400267,0.0470512884475268,243.815356553259,239.245131126615
AS006,combined_g0_03_p0_08,"combined physical bottleneck, \gamma_W=0.03, p_W=0.08",combined,shape,0.03,0.08,0.922230936819171,0.03,0.0801742919389978,147.759663668848,0.191775155186834,0.205964073559452,0.283153628928424,0.167823290097979,0.0476137391274994,0.196154088899947,0.218993212321461,0.296358069726717,0.15687653349453,0.0470549432883569,243.053277578439,239.956769915224
AS006,anisotropic_g0_003_p0_03,"anisotropic weak transparency, \gamma_W=0.003, p_W=0.03",anisotropic,shape,0.003,0.03,0.970024836601307,0.003,0.0300653594771242,160.945212091135,0.197300275476475,0.227909824834117,0.290093798090065,0.163044676694731,0.0471215600222326,0.202629249224545,0.236045431519458,0.297776257395165,0.157843155038093,0.0586884203641127,241.279827485412,247.275332272894
